"GEO_ID","NAME","B27001I_001E","B27001I_001EA","B27001I_001M","B27001I_001MA","B27001I_002E","B27001I_002M","B27001I_002MA","B27001I_002EA","B27001I_003E","B27001I_003EA","B27001I_003M","B27001I_003MA","B27001I_004E","B27001I_004EA","B27001I_004M","B27001I_004MA","B27001I_005E","B27001I_005EA","B27001I_005M","B27001I_005MA","B27001I_006E","B27001I_006EA","B27001I_006M","B27001I_006MA","B27001I_007E","B27001I_007EA","B27001I_007M","B27001I_007MA","B27001I_008E","B27001I_008EA","B27001I_008M","B27001I_008MA","B27001I_009E","B27001I_009EA","B27001I_009M","B27001I_009MA","B27001I_010E","B27001I_010EA","B27001I_010M","B27001I_010MA","B27001I_011E","B27001I_011EA","B27001I_011M","B27001I_011MA","B27001I_012E","B27001I_012EA","B27001I_012M","B27001I_012MA","B27001I_013E","B27001I_013M","B27001I_013MA","B27001I_013EA","B27001I_014E","B27001I_014EA","B27001I_014M","B27001I_014MA","B27001I_015E","B27001I_015EA","B27001I_015M","B27001I_015MA","B27001I_016E","B27001I_016EA","B27001I_016M","B27001I_016MA","B27001I_017E","B27001I_017EA","B27001I_017M","B27001I_017MA","B27001I_018E","B27001I_018EA","B27001I_018M","B27001I_018MA","B27001I_019E","B27001I_019EA","B27001I_019M","B27001I_019MA","B27001I_020E","B27001I_020EA","B27001I_020M","B27001I_020MA","B27001I_021E","B27001I_021EA","B27001I_021M","B27001I_021MA","B27001I_022E","B27001I_022EA","B27001I_022M","B27001I_022MA","B27001I_023E","B27001I_023EA","B27001I_023M","B27001I_023MA","B27001I_024E","B27001I_024M","B27001I_024MA","B27001I_024EA","B27001I_025E","B27001I_025EA","B27001I_025M","B27001I_025MA","B27001I_026E","B27001I_026EA","B27001I_026M","B27001I_026MA","B27001I_027E","B27001I_027EA","B27001I_027M","B27001I_027MA","B27001I_028E","B27001I_028EA","B27001I_028M","B27001I_028MA",
"0500000US48469","Victoria County, Texas","43766","null","445","null","4226","641","null","null","2640","null","678","null","1586","null","989","null","11339","null","1637","null","9295","null","1960","null","2044","null","1340","null","4737","null","1362","null","2916","null","1259","null","1821","null","977","null","4540","null","954","null","2273","null","1048","null","2267","985","null","null","5636","null","144","null","3463","null","1386","null","2173","null","1382","null","4426","null","234","null","3253","null","504","null","1173","null","504","null","4137","null","3","null","3636","null","466","null","501","null","466","null","2863","null","4","null","2788","130","null","null","75","null","130","null","1862","null","4","null","1862","null","4","null","0","null","234","null",
"0500000US48471","Walker County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US48479","Webb County, Texas","261843","null","1073","null","28966","1346","null","null","24241","null","2183","null","4725","null","1757","null","62449","null","1633","null","50933","null","2488","null","11516","null","2217","null","28856","null","1608","null","15372","null","2342","null","13484","null","2091","null","31830","null","1235","null","15545","null","1859","null","16285","1808","null","null","32614","null","280","null","20044","null","1634","null","12570","null","1658","null","30469","null","185","null","19226","null","2215","null","11243","null","2262","null","22570","null","92","null","15724","null","1435","null","6846","null","1443","null","14188","null","119","null","13281","484","null","null","907","null","469","null","9901","null","279","null","9722","null","326","null","179","null","169","null",
"0500000US48485","Wichita County, Texas","23114","null","1188","null","2906","396","null","null","2149","null","446","null","757","null","525","null","5838","null","575","null","4170","null","1263","null","1668","null","831","null","2655","null","931","null","959","null","589","null","1696","null","786","null","3003","null","418","null","2237","null","467","null","766","359","null","null","2954","null","543","null","2226","null","611","null","728","null","405","null","2260","null","501","null","1666","null","601","null","594","null","371","null","1352","null","345","null","1109","null","365","null","243","null","387","null","1751","null","395","null","1751","395","null","null","0","null","234","null","395","null","268","null","395","null","268","null","0","null","234","null",
"0500000US48491","Williamson County, Texas","146366","null","266","null","13928","1346","null","null","12318","null","2019","null","1610","null","1308","null","34433","null","1495","null","31495","null","1902","null","2938","null","1255","null","16878","null","1261","null","12479","null","2243","null","4399","null","1813","null","20102","null","1168","null","13946","null","2732","null","6156","2504","null","null","24832","null","48","null","19874","null","1907","null","4958","null","1910","null","17902","null","256","null","15475","null","1209","null","2427","null","1211","null","10403","null","3","null","8253","null","1126","null","2150","null","1126","null","5660","null","454","null","5660","454","null","null","0","null","234","null","2228","null","454","null","1416","null","791","null","812","null","674","null",
"0500000US48497","Wise County, Texas","13690","null","394","null","1554","240","null","null","1554","null","240","null","0","null","234","null","3650","null","506","null","2704","null","536","null","946","null","767","null","1746","null","400","null","1181","null","335","null","565","null","388","null","1699","null","909","null","718","null","453","null","981","779","null","null","2134","null","845","null","1044","null","849","null","1090","null","697","null","1181","null","728","null","438","null","394","null","743","null","739","null","1552","null","243","null","1191","null","587","null","361","null","454","null","100","null","144","null","100","144","null","null","0","null","234","null","74","null","133","null","74","null","133","null","0","null","234","null",
"0500000US49005","Cache County, Utah","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US49011","Davis County, Utah","35229","null","919","null","4638","694","null","null","3957","null","1013","null","681","null","689","null","9546","null","1101","null","7874","null","1426","null","1672","null","1295","null","4052","null","1037","null","2549","null","820","null","1503","null","1020","null","4487","null","553","null","4105","null","684","null","382","463","null","null","5189","null","194","null","3776","null","792","null","1413","null","763","null","3472","null","87","null","2421","null","536","null","1051","null","517","null","1703","null","681","null","764","null","461","null","939","null","713","null","1120","null","566","null","1120","566","null","null","0","null","198","null","1022","null","576","null","1022","null","576","null","0","null","198","null",
"0500000US49035","Salt Lake County, Utah","216329","null","1000","null","25391","1254","null","null","22488","null","1471","null","2903","null","1203","null","55953","null","1641","null","44210","null","2755","null","11743","null","2446","null","26109","null","1362","null","17799","null","2030","null","8310","null","1871","null","31067","null","1142","null","21956","null","1655","null","9111","1493","null","null","29643","null","483","null","18923","null","2084","null","10720","null","2078","null","23856","null","5","null","15347","null","1456","null","8509","null","1457","null","14182","null","238","null","11379","null","1081","null","2803","null","1051","null","6529","null","6","null","5441","856","null","null","1088","null","857","null","3599","null","113","null","3599","null","113","null","0","null","198","null",
"0500000US49045","Tooele County, Utah","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US49049","Utah County, Utah","77153","null","241","null","10418","566","null","null","9686","null","772","null","732","null","659","null","20618","null","715","null","17170","null","1492","null","3448","null","1410","null","11662","null","806","null","9103","null","1200","null","2559","null","1017","null","9915","null","677","null","6926","null","1246","null","2989","1012","null","null","9849","null","5","null","7056","null","1005","null","2793","null","1005","null","7213","null","86","null","5173","null","875","null","2040","null","877","null","4429","null","5","null","3359","null","490","null","1070","null","490","null","1994","null","397","null","1780","488","null","null","214","null","334","null","1055","null","397","null","955","null","366","null","100","null","116","null",
"0500000US49053","Washington County, Utah","19139","null","349","null","2349","408","null","null","2265","null","448","null","84","null","135","null","4971","null","609","null","3254","null","974","null","1717","null","1241","null","2430","null","785","null","1125","null","601","null","1305","null","703","null","2134","null","1365","null","1688","null","1373","null","446","423","null","null","3058","null","1040","null","1960","null","949","null","1098","null","768","null","1588","null","1244","null","335","null","297","null","1253","null","1271","null","945","null","455","null","571","null","369","null","374","null","422","null","880","null","491","null","880","491","null","null","0","null","198","null","784","null","493","null","784","null","493","null","0","null","198","null",
"0500000US49057","Weber County, Utah","48088","null","886","null","5862","464","null","null","4437","null","850","null","1425","null","800","null","12579","null","900","null","10660","null","1478","null","1919","null","1042","null","6059","null","964","null","4995","null","994","null","1064","null","855","null","6671","null","578","null","4413","null","898","null","2258","844","null","null","6968","null","589","null","5493","null","978","null","1475","null","748","null","4358","null","507","null","2813","null","895","null","1545","null","827","null","3120","null","190","null","2512","null","523","null","608","null","581","null","2102","null","268","null","1786","401","null","null","316","null","359","null","369","null","266","null","369","null","266","null","0","null","198","null",
"0500000US50007","Chittenden County, Vermont","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51003","Albemarle County, Virginia","6173","null","201","null","685","362","null","null","685","null","362","null","0","null","208","null","1576","null","419","null","1235","null","413","null","341","null","327","null","1128","null","433","null","804","null","481","null","324","null","274","null","1090","null","480","null","909","null","468","null","181","245","null","null","853","null","495","null","302","null","220","null","551","null","553","null","338","null","266","null","200","null","235","null","138","null","158","null","167","null","162","null","167","null","162","null","0","null","208","null","336","null","291","null","336","291","null","null","0","null","208","null","0","null","208","null","0","null","208","null","0","null","208","null",
"0500000US51013","Arlington County, Virginia","36164","null","529","null","2949","66","null","null","2949","null","66","null","0","null","208","null","6350","null","251","null","6134","null","427","null","216","null","346","null","3572","null","679","null","2927","null","740","null","645","null","452","null","6420","null","606","null","5942","null","765","null","478","460","null","null","6009","null","353","null","3771","null","1215","null","2238","null","1202","null","4589","null","5","null","2952","null","754","null","1637","null","753","null","3588","null","5","null","2632","null","667","null","956","null","667","null","2040","null","345","null","2040","345","null","null","0","null","208","null","647","null","349","null","647","null","349","null","0","null","208","null",
"0500000US51015","Augusta County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51019","Bedford County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51041","Chesterfield County, Virginia","33343","null","74","null","4025","434","null","null","3780","null","440","null","245","null","207","null","8230","null","621","null","6215","null","1052","null","2015","null","995","null","3286","null","497","null","1798","null","637","null","1488","null","788","null","4761","null","270","null","2128","null","616","null","2633","624","null","null","5530","null","5","null","3227","null","732","null","2303","null","732","null","3856","null","4","null","2744","null","638","null","1112","null","638","null","2261","null","397","null","1407","null","582","null","854","null","603","null","1084","null","462","null","1084","462","null","null","0","null","208","null","310","null","288","null","310","null","288","null","0","null","208","null",
"0500000US51059","Fairfax County, Virginia","187865","null","624","null","21017","914","null","null","19532","null","1110","null","1485","null","896","null","40336","null","1242","null","34187","null","2170","null","6149","null","2282","null","18324","null","1041","null","10568","null","1619","null","7756","null","1557","null","24172","null","915","null","14560","null","1960","null","9612","1904","null","null","29812","null","320","null","18634","null","2218","null","11178","null","2250","null","24749","null","212","null","15687","null","2105","null","9062","null","2105","null","17081","null","113","null","14426","null","935","null","2655","null","926","null","8204","null","5","null","7870","300","null","null","334","null","300","null","4170","null","157","null","3776","null","524","null","394","null","493","null",
"0500000US51061","Fauquier County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51069","Frederick County, Virginia","8205","null","111","null","568","423","null","null","568","null","423","null","0","null","208","null","2527","null","427","null","2231","null","376","null","296","null","493","null","685","null","464","null","676","null","460","null","9","null","22","null","1035","null","497","null","656","null","291","null","379","322","null","null","728","null","487","null","97","null","113","null","631","null","461","null","1803","null","549","null","495","null","326","null","1308","null","531","null","433","null","279","null","396","null","281","null","37","null","70","null","139","null","188","null","139","188","null","null","0","null","208","null","287","null","304","null","287","null","304","null","0","null","208","null",
"0500000US51085","Hanover County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51087","Henrico County, Virginia","19684","null","88","null","1064","962","null","null","1064","null","962","null","0","null","208","null","6069","null","1038","null","5128","null","932","null","941","null","564","null","2134","null","516","null","1389","null","688","null","745","null","499","null","3203","null","1193","null","1682","null","877","null","1521","1020","null","null","2993","null","1082","null","1549","null","716","null","1444","null","1052","null","1991","null","806","null","1011","null","453","null","980","null","620","null","1038","null","605","null","919","null","590","null","119","null","219","null","599","null","707","null","54","97","null","null","545","null","723","null","593","null","494","null","353","null","285","null","240","null","402","null",
"0500000US51095","James City County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51107","Loudoun County, Virginia","57289","null","232","null","6004","447","null","null","5726","null","590","null","278","null","340","null","14822","null","1009","null","12989","null","1424","null","1833","null","1078","null","5551","null","1158","null","4593","null","1293","null","958","null","803","null","5852","null","654","null","4197","null","921","null","1655","771","null","null","10320","null","165","null","7486","null","1018","null","2834","null","1019","null","7814","null","5","null","6156","null","743","null","1658","null","744","null","4195","null","3","null","3455","null","580","null","740","null","580","null","2117","null","403","null","1690","467","null","null","427","null","324","null","614","null","402","null","514","null","358","null","100","null","170","null",
"0500000US51121","Montgomery County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51153","Prince William County, Virginia","114148","null","524","null","12807","920","null","null","11313","null","1196","null","1494","null","819","null","26765","null","1139","null","22310","null","2190","null","4455","null","1778","null","12924","null","1220","null","8555","null","1223","null","4369","null","1622","null","13657","null","1060","null","8302","null","1543","null","5355","1365","null","null","19963","null","244","null","12849","null","2051","null","7114","null","2069","null","14978","null","49","null","10051","null","1668","null","4927","null","1651","null","8441","null","121","null","5820","null","896","null","2621","null","944","null","3645","null","610","null","3569","620","null","null","76","null","128","null","968","null","610","null","968","null","610","null","0","null","208","null",
